request_type,run_id,index,filename,latency_seconds,status_code
batch,5,42,2975096608.jpg,0.20955970417708158,200
batch,5,43,4981172140.jpg,0.2746714986860752,200
batch,5,44,129599450.jpg,0.23941471800208092,200
batch,5,45,2799871904.jpg,0.2658565971069038,200
batch,5,46,4637337239.jpg,0.21957609988749027,200
batch,5,47,2088532947.jpg,0.2412563399411738,200
batch,5,48,4973530552.jpg,0.2429392049089074,200
batch,5,49,4399206310.jpg,0.28176033729687333,200
batch,5,50,3090852026.jpg,0.266886651981622,200
batch,5,51,2691966747.jpg,0.22028478980064392,200
batch,5,52,3388096008.jpg,0.21714100893586874,200
batch,5,53,6339576648.jpg,0.26732636615633965,200
batch,5,54,2910453671.jpg,0.261341555044055,200
batch,5,55,400242803.jpg,0.2653357610106468,200
batch,5,56,7979042317.jpg,0.2744511850178242,200
batch,5,57,427936315.jpg,0.24135727901011705,200
batch,5,58,6135582891.jpg,0.3584430026821792,200
batch,5,59,5542771977.jpg,0.23550615506246686,200
batch,5,60,137444338.jpg,0.2599874367006123,200
batch,5,61,136310496.jpg,0.22131000272929668,200
batch,5,62,2414384480.jpg,0.24692005570977926,200
batch,5,63,3667035672.jpg,0.28542094118893147,200
batch,5,64,4591056052.jpg,0.19576440611854196,200
batch,5,65,8066184290.jpg,0.24609563313424587,200
batch,5,66,3078186025.jpg,0.25307503202930093,200
batch,5,67,390675437.jpg,0.28895106306299567,200
batch,5,68,167452748.jpg,0.23593257227912545,200
batch,5,69,2419816094.jpg,0.23256313474848866,200
batch,5,70,502468859.jpg,0.21927787689492106,200
batch,5,71,4517513099.jpg,0.2507448592223227,200
batch,5,72,4861969983.jpg,0.2623536139726639,200
batch,5,73,7787560818.jpg,0.37302154675126076,200
batch,5,74,3339768802.jpg,0.24891562294214964,200
batch,5,75,2954525375.jpg,0.25317335641011596,200
batch,5,76,1716445442.jpg,0.26928503485396504,200
batch,5,77,2761583895.jpg,0.28297332022339106,200
batch,5,78,4603099757.jpg,0.24562157224863768,200
batch,5,79,1928319708.jpg,0.27286015124991536,200
batch,5,80,7162017948.jpg,0.3069936688989401,200
batch,5,81,3286761458.jpg,0.2508969181217253,200
batch,5,82,1334892555.jpg,0.28714899299666286,200
batch,5,83,3202937657.jpg,0.28515246976166964,200
batch,5,84,3045613316.jpg,0.2496247347444296,200
batch,5,85,3251449029.jpg,0.24758008867502213,200
batch,5,86,3972670198.jpg,0.23388700373470783,200
batch,5,87,778257070.jpg,0.2328858533874154,200
